Year,Site,Depth_band,Replicate,Video_number,Time_of_appearance,Species,MaxN,Functional_group
2023,Silaki,10,v2,6,209,Chlorurus spilurus,1,Grazer
2023,Silaki,10,v2,6,239,Ctenochaetus striatus,4,Grazer
2023,Silaki,10,v2,6,1318,Acanthurus nigricans,1,Grazer
2023,Silaki,10,v2,6,1506,Melichthys vidua,1,Browser
2023,Silaki,10,v2,6,1707,Naso unicornis,1,Browser
2023,Silaki,10,v2,7,227,Melichthys vidua,1,Browser
2023,Silaki,10,v2,7,320,Acanthurus nigricans,1,Grazer
2023,Silaki,10,v2,7,620,Zebrasoma scopas,1,Grazer
2023,Silaki,10,v2,7,622,Chlorurus spilurus,1,Grazer
2023,Silaki,10,v2,7,709,Melichthys vidua,1,Browser
2023,Silaki,10,v2,7,1123,Acanthurus nigrofuscus,3,Grazer
2023,Silaki,10,v2,7,1415,Naso lituratus,1,Browser
2023,Silaki,10,v2,7,1436,Scarus chameleon,1,Grazer
2023,Silaki,10,v2,7,1731,Chlorurus bowersi,1,Grazer
2023,Silaki,10,v2,8,27,Naso lituratus,2,Browser
2023,Silaki,10,v2,8,105,Chlorurus spilurus,1,Grazer
2023,Silaki,10,v2,8,111,Melichthys vidua,1,Browser
2023,Silaki,10,v2,8,124,Chlorurus bowersi,1,Grazer
2023,Silaki,10,v2,8,210,Acanthurus nigricans,1,Grazer
2023,Silaki,10,v2,8,615,Siganus argenteus,1,Browser
2023,Silaki,10,v2,8,757,Acanthurus nigrofuscus,2,Grazer
2023,Silaki,10,v2,8,814,Zebrasoma scopas,1,Grazer
2023,Silaki,10,v3,1,205,Acanthurus nigrofuscus,2,Grazer
2023,Silaki,10,v3,2,423,Acanthurus nigrofuscus,1,Grazer
2023,Silaki,10,v3,2,737,Chlorurus spilurus,1,Grazer
2023,Silaki,10,v3,2,1604,Naso lituratus,1,Browser
2023,Silaki,10,v3,3,42,Naso lituratus,1,Browser
2023,Silaki,10,v3,3,141,Acanthurus nigrofuscus,2,Grazer
2023,Silaki,10,v3,3,324,Chlorurus spilurus,2,Grazer
2023,Silaki,10,v3,3,527,Naso brachycentron,1,Browser
2023,Silaki,10,v3,3,,Melichthys vidua,1,Browser
2023,Silaki,10,v3,3,1154,Siganus argenteus,5,Browser
2023,Silaki,10,v3,3,1210,Zebrasoma scopas,2,Grazer
2023,Silaki,10,v3,3,1236,Ctenochaetus striatus,1,Grazer
2023,Silaki,10,v3,4,5,Siganus argenteus,1,Browser
2023,Silaki,10,v3,4,113,Naso lituratus,1,Browser
2023,Silaki,10,v3,4,150,Scarus forsteni,1,Grazer
2023,Silaki,10,v3,4,155,Melichthys vidua,1,Browser
2023,Silaki,10,v3,4,315,Chlorurus spilurus,1,Grazer
2023,Silaki,10,v3,4,527,Naso lituratus,2,Browser
2023,Silaki,10,v3,4,1552,Scarus forsteni,1,Grazer
2023,Silaki,10,v3,4,1724,Acanthurus nigrofuscus,3,Grazer
2023,Silaki,10,v3,4,1724,Acanthurus nigrofuscus,1,Grazer
2023,Silaki,10,v3,5,30,Naso lituratus,2,Browser
2023,Silaki,10,v3,5,,Acanthurus nigrofuscus,2,Grazer
2023,Silaki,10,v3,5,100,Zebrasoma scopas,1,Grazer
2023,Silaki,10,v3,5,105,Chlorurus spilurus,1,Grazer
2023,Silaki,10,v3,5,200,Siganus argenteus,1,Browser
2023,Silaki,10,v3,5,430,Melichthys vidua,1,Browser
2023,Silaki,10,v3,5,1649,Zebrasoma scopas,1,Grazer
2023,Silaki,10,v3,6,27,Zebrasoma scopas,2,Grazer
2023,Silaki,10,v3,6,141,Siganus argenteus,1,Browser
2023,Silaki,10,v3,6,228,Chlorurus spilurus,1,Grazer
2023,Silaki,10,v3,6,942,Melichthys vidua,1,Browser
2023,Silaki,10,v3,6,1229,Naso lituratus,2,Browser
2023,Silaki,10,v3,6,1233,Acanthurus nigrofuscus,1,Grazer
2023,Silaki,10,v3,7,16,Naso lituratus,3,Browser
2023,Silaki,10,v3,7,27,Siganus argenteus,1,Browser
2023,Silaki,10,v3,7,152,Chlorurus spilurus,1,Grazer
2023,Silaki,10,v3,7,212,Melichthys vidua,1,Browser
2023,Silaki,10,v3,7,549,scarus niger,1,Grazer
2023,Silaki,10,v3,7,1710,Acanthurus nigrofuscus,3,Grazer
2023,Silaki,10,v3,8,15,Melichthys vidua,1,Browser
2023,Silaki,10,v3,8,243,Naso lituratus,3,Browser
2023,Silaki,10,v3,8,310,Acanthurus nigrofuscus,2,Grazer
2023,Silaki,10,v3,8,1138,Chlorurus spilurus,1,Grazer
2023,Silaki,10,v3,9,56,Acanthurus nigrofuscus,1,Grazer
2023,Silaki,20,v1,1,0,None,0,None
2023,Silaki,20,v1,2,0,None,0,None
2023,Silaki,20,v1,3,0,None,0,None
2023,Silaki,20,v1,4,0,None,0,None
2023,Silaki,20,v1,5,0,None,0,None
2023,Silaki,20,v1,6,0,None,0,None
2023,Silaki,20,v2,1,0,None,0,None
2023,Silaki,20,v2,2,114,Acanthurus nigrofuscus,3,Grazer
2023,Silaki,20,v2,2,510,Naso unicornis,3,Browser
2023,Silaki,20,v2,3,403,Acanthurus nigrofuscus,3,Grazer
2023,Silaki,20,v2,4,226,Acanthurus nigrofuscus,2,Grazer
2023,Silaki,20,v2,5,809,Chlorurus spilurus,1,Grazer
2023,Silaki,20,v2,5,844,Acanthurus nigrofuscus,3,Grazer
2023,Silaki,20,v2,6,715,Acanthurus nigrofuscus,2,Grazer
2023,Silaki,20,v2,7,313,Acanthurus nigrofuscus,3,Grazer
2023,Silaki,20,v2,8,545,Acanthurus nigrofuscus,1,Grazer
2023,Silaki,20,v2,9,354,Acanthurus nigrofuscus,2,Grazer
2023,Silaki,30,V1,1,0,None,0,None
2023,Silaki,30,V1,2,537,Chlorurus spilurus,1,Grazer
2023,Silaki,30,V1,2,613,Siganus doliatus,2,Browser
2023,Silaki,30,V1,3,500,Hipposcarus longiceps,1,Grazer
2023,Silaki,30,V1,4,500,Hipposcarus longiceps,1,Grazer
2023,Silaki,30,V1,4,757,Acanthurus nigrofuscus,1,Grazer
2023,Silaki,30,V1,4,,Scarus niger,1,Grazer
2023,Silaki,30,V1,5,623,Scarus ghobban,1,Grazer
2023,Silaki,30,V1,6,720,Scarus ghobban,1,Grazer
2023,Silaki,30,V1,6,1713,Siganus doliatus,2,Browser
2023,Silaki,30,V1,7,3,Scarus ghobban,2,Grazer
2023,Silaki,30,V1,7,154,Siganus doliatus,2,Browser
2023,Silaki,30,V1,7,,Cetoscarus bicolor,1,Grazer
2023,Silaki,30,V1,8,0,None,0,None
2023,Silaki,30,V1,9,0,None,0,None
2023,Silaki,30,V1,10,25,Siganus doliatus,2,Browser
2023,Silaki,30,V1,11,0,None,0,None
2023,Silaki,30,V1,12,0,None,0,None
2023,Silaki,30,V1,13,0,None,0,None
2023,Silaki,30,V1,14,0,None,0,None
2023,Silaki,30,V1,15,0,None,0,None
2023,Silaki,30,V2,1,530,Naso unicornis,4,Browser
2023,Silaki,30,V2,2,0,None,0,None
2023,Silaki,30,V2,3,0,None,0,None
2023,Silaki,30,V2,4,0,None,0,None
2023,Silaki,30,V2,5,0,None,0,None
2023,Silaki,30,V2,6,0,None,0,None
2023,Silaki,30,V2,7,0,None,0,None
2023,Silaki,30,V2,8,0,None,0,None
2023,Silaki,30,V2,9,0,None,0,None
2023,Silaki,30,V2,10,0,None,0,None
2023,Silaki,30,V2,11,0,None,0,None
2023,Silaki,30,V2,12,0,None,0,None
2023,Silaki,30,V2,13,0,None,0,None
2023,Silaki,30,V2,14,0,None,0,None
2023,Silaki,30,V2,15,0,None,0,None
2023,Silaki,30,V2,16,524,Platax teira,1,Browser
2023,Silaki,30,V2,17,1128,Naso unicornis,1,Browser
2023,Silaki,30,V2,18,0,None,0,None
2023,Silaki,30,V3,1,0,None,0,None
2023,Silaki,30,V3,2,30,Naso unicornis,1,Browser
2023,Silaki,30,V3,3,0,None,0,None
2023,Silaki,30,V3,4,0,None,0,None
2023,Silaki,30,V3,5,0,None,0,None
2023,Silaki,30,V3,6,655,Naso unicornis,1,Browser
2023,Silaki,30,V3,7,0,None,0,None
